DATAFLOW,LAST UPDATE,freq,coicop18,statinfo,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Iceland,2011,0.00,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Iceland,2012,0.00,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Iceland,2013,0.00,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Iceland,2014,0.00,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Iceland,2015,0.00,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Iceland,2016,0.00,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Italy,2001,108.03,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Italy,2002,104.60,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Italy,2003,102.08,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Italy,2004,101.18,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Italy,2005,105.23,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Italy,2006,105.89,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Italy,2007,108.46,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Italy,2008,102.56,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Italy,2009,80.66,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Italy,2010,79.34,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Italy,2011,81.30,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Italy,2012,85.88,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Italy,2013,103.16,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Italy,2014,101.74,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Italy,2015,114.68,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Italy,2016,111.20,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Italy,2017,103.45,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Italy,2018,101.60,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Italy,2019,104.46,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Italy,2020,74.75,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Italy,2021,76.56,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Italy,2022,76.21,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Italy,2023,73.44,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Italy,2024,73.98,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Italy,2025,74.64,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Italy,2026,90.59,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Lithuania,2001,223.72,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Lithuania,2002,230.76,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Lithuania,2003,209.81,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Lithuania,2004,193.58,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Lithuania,2005,136.09,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Lithuania,2006,129.57,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Lithuania,2007,126.95,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Lithuania,2008,124.88,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Lithuania,2009,132.42,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Lithuania,2010,143.06,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Lithuania,2011,179.01,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Lithuania,2012,184.58,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Lithuania,2013,179.33,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Lithuania,2014,142.42,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Lithuania,2015,139.91,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Lithuania,2016,126.72,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Lithuania,2017,113.08,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Lithuania,2018,116.46,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Lithuania,2019,120.31,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Lithuania,2020,112.49,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Lithuania,2021,123.28,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Lithuania,2022,117.38,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Lithuania,2023,125.25,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Lithuania,2024,122.78,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Lithuania,2025,122.70,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Lithuania,2026,119.99,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Luxembourg,2001,66.20,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Luxembourg,2002,70.00,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Luxembourg,2003,67.00,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Luxembourg,2004,74.00,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Luxembourg,2005,69.90,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Luxembourg,2006,75.80,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Luxembourg,2007,79.80,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Luxembourg,2008,74.40,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Luxembourg,2009,87.10,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Luxembourg,2010,84.80,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Luxembourg,2011,96.70,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Luxembourg,2012,84.00,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Luxembourg,2013,84.50,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Luxembourg,2014,86.20,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Luxembourg,2015,82.60,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Luxembourg,2016,88.50,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Luxembourg,2017,90.75,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Luxembourg,2018,94.15,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Luxembourg,2019,99.75,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Luxembourg,2020,99.70,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Luxembourg,2021,102.80,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Luxembourg,2022,93.75,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Luxembourg,2023,89.65,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Luxembourg,2024,91.50,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Luxembourg,2025,89.20,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Luxembourg,2026,76.50,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Latvia,2001,172.04,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Latvia,2002,166.52,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Latvia,2003,117.60,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Latvia,2004,126.37,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Latvia,2005,118.00,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Latvia,2006,116.50,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Latvia,2007,109.26,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Latvia,2008,95.72,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Latvia,2009,112.11,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Latvia,2010,127.38,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Latvia,2011,143.13,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Latvia,2012,142.82,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Latvia,2013,142.05,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Latvia,2014,135.27,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Latvia,2015,108.19,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Latvia,2016,105.76,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Latvia,2017,112.15,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Latvia,2018,109.79,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Latvia,2019,111.59,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Latvia,2020,117.05,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Latvia,2021,107.15,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Latvia,2022,105.52,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Latvia,2023,118.86,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Latvia,2024,104.84,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Latvia,2025,102.81,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Latvia,2026,97.65,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Montenegro,2015,0.00,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Montenegro,2016,0.00,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Montenegro,2017,82.60,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Montenegro,2018,82.50,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Montenegro,2019,80.34,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Montenegro,2020,83.02,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Montenegro,2021,75.82,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Montenegro,2022,101.31,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Montenegro,2023,101.92,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Montenegro,2024,96.03,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Montenegro,2025,98.80,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Montenegro,2026,98.51,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,North Macedonia,2005,0.00,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,North Macedonia,2006,0.00,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,North Macedonia,2007,0.00,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,North Macedonia,2008,0.00,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,North Macedonia,2009,0.00,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,North Macedonia,2010,0.00,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,North Macedonia,2011,0.00,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,North Macedonia,2012,0.00,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,North Macedonia,2013,0.00,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,North Macedonia,2014,0.00,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,North Macedonia,2015,0.00,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,North Macedonia,2016,0.00,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,North Macedonia,2020,100.26,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,North Macedonia,2021,102.35,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,North Macedonia,2022,108.35,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,North Macedonia,2023,108.43,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,North Macedonia,2024,109.86,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,North Macedonia,2025,105.47,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,North Macedonia,2026,105.02,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Malta,2001,79.95,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Malta,2002,78.18,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Malta,2003,69.03,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Malta,2004,68.15,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Malta,2005,72.09,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Malta,2006,85.81,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Malta,2007,82.88,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Malta,2008,82.93,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Malta,2009,92.61,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Malta,2010,99.87,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Malta,2011,103.46,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Malta,2012,112.89,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Malta,2013,115.58,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Malta,2014,117.79,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Malta,2015,111.95,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Malta,2016,110.07,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Malta,2017,107.96,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Malta,2018,105.60,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Malta,2019,98.31,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Malta,2020,92.54,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Malta,2021,100.09,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Malta,2022,99.36,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Malta,2023,98.24,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Malta,2024,95.47,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Malta,2025,94.74,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Malta,2026,92.95,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Netherlands,2001,187.39,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Netherlands,2002,184.54,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Netherlands,2003,150.89,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Netherlands,2004,152.27,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Netherlands,2005,157.00,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Netherlands,2006,158.77,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Netherlands,2007,156.66,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Netherlands,2008,151.99,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Netherlands,2009,147.54,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Netherlands,2010,151.29,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Netherlands,2011,151.04,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Netherlands,2012,149.40,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Netherlands,2013,159.50,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Netherlands,2014,166.16,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Netherlands,2015,190.56,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Netherlands,2016,185.30,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Netherlands,2017,222.13,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Netherlands,2018,218.52,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Netherlands,2019,214.50,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Netherlands,2020,211.75,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Netherlands,2021,214.53,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Netherlands,2022,231.40,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Netherlands,2023,211.46,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Netherlands,2024,202.80,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Netherlands,2025,190.66,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Netherlands,2026,209.99,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Norway,2001,138.28,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Norway,2002,138.45,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Norway,2003,143.19,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Norway,2004,142.05,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Norway,2005,144.68,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Norway,2006,145.03,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Norway,2007,143.35,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Norway,2008,140.84,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Norway,2009,138.96,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Norway,2010,138.93,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Norway,2011,167.95,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Norway,2012,177.62,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Norway,2013,170.00,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Norway,2014,158.92,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Norway,2015,165.26,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Norway,2016,156.39,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Norway,2017,161.98,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Norway,2018,166.73,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Norway,2019,163.77,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Norway,2020,152.20,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Norway,2021,153.39,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Norway,2022,144.99,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Norway,2023,140.58,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Norway,2024,143.68,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Norway,2025,148.94,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Norway,2026,195.32,,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Poland,2001,180.42,d,
ESTAT:PRC_HICP_IW(1.0),20/05/26 11:00:00,Annual,Administered prices,Item weights,Poland,2002,200.99,d,
