"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1975","1975","PC","Percentage","0","Units",,,-6.234009,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1976","1976","PC","Percentage","0","Units",,,1.702922,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1977","1977","PC","Percentage","0","Units",,,3.106834,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1978","1978","PC","Percentage","0","Units",,,5.748418,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1979","1979","PC","Percentage","0","Units",,,2.820194,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1980","1980","PC","Percentage","0","Units",,,1.104479,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1981","1981","PC","Percentage","0","Units",,,0.585604,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1982","1982","PC","Percentage","0","Units",,,2.477098,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1983","1983","PC","Percentage","0","Units",,,3.671231,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1984","1984","PC","Percentage","0","Units",,,6.469531,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1985","1985","PC","Percentage","0","Units",,,0.978295,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1986","1986","PC","Percentage","0","Units",,,7.990898,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1987","1987","PC","Percentage","0","Units",,,1.303027,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1988","1988","PC","Percentage","0","Units",,,4.010653,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1989","1989","PC","Percentage","0","Units",,,6.85829,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1990","1990","PC","Percentage","0","Units",,,1.06458,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1991","1991","PC","Percentage","0","Units",,,5.596744,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1992","1992","PC","Percentage","0","Units",,,0.384962,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1993","1993","PC","Percentage","0","Units",,,1.959834,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1994","1994","PC","Percentage","0","Units",,,2.442595,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1995","1995","PC","Percentage","0","Units",,,-1.823269,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1996","1996","PC","Percentage","0","Units",,,0.259182,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1997","1997","PC","Percentage","0","Units",,,1.601944,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1998","1998","PC","Percentage","0","Units",,,2.310608,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1999","1999","PC","Percentage","0","Units",,,3.482119,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2000","2000","PC","Percentage","0","Units",,,1.206498,"B","Break"
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2001","2001","PC","Percentage","0","Units",,,-1.771475,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2002","2002","PC","Percentage","0","Units",,,0.764431,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2003","2003","PC","Percentage","0","Units",,,0.731034,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2004","2004","PC","Percentage","0","Units",,,1.856139,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2005","2005","PC","Percentage","0","Units",,,0.993978,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2006","2006","PC","Percentage","0","Units",,,2.078312,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2007","2007","PC","Percentage","0","Units",,,2.65428,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2008","2008","PC","Percentage","0","Units",,,-4.828497,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2009","2009","PC","Percentage","0","Units",,,-0.201848,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2010","2010","PC","Percentage","0","Units",,,1.684153,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2011","2011","PC","Percentage","0","Units",,,-1.760898,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2012","2012","PC","Percentage","0","Units",,,-0.391339,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2013","2013","PC","Percentage","0","Units",,,1.829405,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2014","2014","PC","Percentage","0","Units",,,-0.248373,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2015","2015","PC","Percentage","0","Units",,,-0.768374,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2016","2016","PC","Percentage","0","Units",,,1.989921,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2017","2017","PC","Percentage","0","Units",,,-1.480395,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2018","2018","PC","Percentage","0","Units",,,-1.674128,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2019","2019","PC","Percentage","0","Units",,,-0.196111,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2020","2020","PC","Percentage","0","Units",,,3.235216,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2021","2021","PC","Percentage","0","Units",,,-0.026358,,
"LUX","Luxembourg","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2022","2022","PC","Percentage","0","Units",,,-1.350407,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1971","1971","PC","Percentage","0","Units",,,2.739156,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1972","1972","PC","Percentage","0","Units",,,4.801289,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1973","1973","PC","Percentage","0","Units",,,4.377873,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1974","1974","PC","Percentage","0","Units",,,1.042004,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1975","1975","PC","Percentage","0","Units",,,-2.588166,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1976","1976","PC","Percentage","0","Units",,,-0.598523,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1977","1977","PC","Percentage","0","Units",,,-5.657897,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1978","1978","PC","Percentage","0","Units",,,1.362828,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1979","1979","PC","Percentage","0","Units",,,1.340254,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1980","1980","PC","Percentage","0","Units",,,1.97045,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1981","1981","PC","Percentage","0","Units",,,4.952736,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1982","1982","PC","Percentage","0","Units",,,-0.336988,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1983","1983","PC","Percentage","0","Units",,,1.521744,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1984","1984","PC","Percentage","0","Units",,,2.374152,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1985","1985","PC","Percentage","0","Units",,,-1.508713,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1986","1986","PC","Percentage","0","Units",,,-2.880146,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1987","1987","PC","Percentage","0","Units",,,1.129078,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1988","1988","PC","Percentage","0","Units",,,5.881972,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1989","1989","PC","Percentage","0","Units",,,4.549959,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1990","1990","PC","Percentage","0","Units",,,3.552823,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1991","1991","PC","Percentage","0","Units",,,-1.750472,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1992","1992","PC","Percentage","0","Units",,,3.809519,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1993","1993","PC","Percentage","0","Units",,,2.32443,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1994","1994","PC","Percentage","0","Units",,,0.556366,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1995","1995","PC","Percentage","0","Units",,,0.788448,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1996","1996","PC","Percentage","0","Units",,,0.327127,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1997","1997","PC","Percentage","0","Units",,,3.42707,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1998","1998","PC","Percentage","0","Units",,,-1.595199,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1999","1999","PC","Percentage","0","Units",,,1.163718,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2000","2000","PC","Percentage","0","Units",,,3.078879,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2001","2001","PC","Percentage","0","Units",,,1.889567,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2002","2002","PC","Percentage","0","Units",,,1.914812,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2003","2003","PC","Percentage","0","Units",,,1.896139,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2004","2004","PC","Percentage","0","Units",,,-0.420573,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2005","2005","PC","Percentage","0","Units",,,-0.23761,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2006","2006","PC","Percentage","0","Units",,,1.256332,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2007","2007","PC","Percentage","0","Units",,,3.943006,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2008","2008","PC","Percentage","0","Units",,,-3.197555,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2009","2009","PC","Percentage","0","Units",,,5.28247,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2010","2010","PC","Percentage","0","Units",,,-0.844196,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2011","2011","PC","Percentage","0","Units",,,1.894677,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2012","2012","PC","Percentage","0","Units",,,3.739262,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2013","2013","PC","Percentage","0","Units",,,-2.088107,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2014","2014","PC","Percentage","0","Units",,,-0.074769,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2015","2015","PC","Percentage","0","Units",,,2.318618,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2016","2016","PC","Percentage","0","Units",,,-0.916264,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2017","2017","PC","Percentage","0","Units",,,0.150956,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2018","2018","PC","Percentage","0","Units",,,2.039349,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2019","2019","PC","Percentage","0","Units",,,-0.612007,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2020","2020","PC","Percentage","0","Units",,,1.766615,,
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2021","2021","PC","Percentage","0","Units",,,2.458064,"E","Estimated value"
"NZL","New Zealand","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2022","2022","PC","Percentage","0","Units",,,0.136438,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1971","1971","PC","Percentage","0","Units",,,4.470452,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1972","1972","PC","Percentage","0","Units",,,4.953974,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1973","1973","PC","Percentage","0","Units",,,6.507819,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1974","1974","PC","Percentage","0","Units",,,5.537139,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1975","1975","PC","Percentage","0","Units",,,-1.369488,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1976","1976","PC","Percentage","0","Units",,,6.168852,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1977","1977","PC","Percentage","0","Units",,,4.150065,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1978","1978","PC","Percentage","0","Units",,,3.453897,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1979","1979","PC","Percentage","0","Units",,,5.163085,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1980","1980","PC","Percentage","0","Units",,,1.899034,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1981","1981","PC","Percentage","0","Units",,,0.585723,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1982","1982","PC","Percentage","0","Units",,,-0.401443,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1983","1983","PC","Percentage","0","Units",,,0.883193,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1984","1984","PC","Percentage","0","Units",,,3.806123,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1985","1985","PC","Percentage","0","Units",,,2.025823,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1986","1986","PC","Percentage","0","Units",,,1.695659,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1987","1987","PC","Percentage","0","Units",,,1.913289,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1988","1988","PC","Percentage","0","Units",,,2.888172,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1989","1989","PC","Percentage","0","Units",,,3.556383,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1990","1990","PC","Percentage","0","Units",,,0.963183,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1991","1991","PC","Percentage","0","Units",,,0.046264,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1992","1992","PC","Percentage","0","Units",,,1.399459,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1993","1993","PC","Percentage","0","Units",,,1.891467,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1994","1994","PC","Percentage","0","Units",,,4.200471,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1995","1995","PC","Percentage","0","Units",,,2.964617,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1996","1996","PC","Percentage","0","Units",,,0.114258,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1997","1997","PC","Percentage","0","Units",,,1.845539,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1998","1998","PC","Percentage","0","Units",,,0.068617,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1999","1999","PC","Percentage","0","Units",,,0.703256,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2000","2000","PC","Percentage","0","Units",,,2.871761,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2001","2001","PC","Percentage","0","Units",,,0.670605,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2002","2002","PC","Percentage","0","Units",,,-0.784174,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2003","2003","PC","Percentage","0","Units",,,-0.70863,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2004","2004","PC","Percentage","0","Units",,,0.838599,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2005","2005","PC","Percentage","0","Units",,,0.446789,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2006","2006","PC","Percentage","0","Units",,,-0.220154,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2007","2007","PC","Percentage","0","Units",,,-0.076009,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2008","2008","PC","Percentage","0","Units",,,-0.570202,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2009","2009","PC","Percentage","0","Units",,,-1.992054,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2010","2010","PC","Percentage","0","Units",,,2.273472,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2011","2011","PC","Percentage","0","Units",,,0.675089,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2012","2012","PC","Percentage","0","Units",,,-0.534536,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2013","2013","PC","Percentage","0","Units",,,0.794849,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2014","2014","PC","Percentage","0","Units",,,0.079548,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2015","2015","PC","Percentage","0","Units",,,0.059368,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2016","2016","PC","Percentage","0","Units",,,-0.307394,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2017","2017","PC","Percentage","0","Units",,,0.645094,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2018","2018","PC","Percentage","0","Units",,,-0.012384,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2019","2019","PC","Percentage","0","Units",,,0.496841,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2020","2020","PC","Percentage","0","Units",,,3.094986,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2021","2021","PC","Percentage","0","Units",,,-1.727997,,
"ITA","Italy","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2022","2022","PC","Percentage","0","Units",,,-0.285147,,
"IRL","Ireland","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1971","1971","PC","Percentage","0","Units",,,3.04523,,
"IRL","Ireland","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1972","1972","PC","Percentage","0","Units",,,8.761515,,
"IRL","Ireland","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1973","1973","PC","Percentage","0","Units",,,3.816873,,
"IRL","Ireland","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1974","1974","PC","Percentage","0","Units",,,4.478168,,
"IRL","Ireland","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1975","1975","PC","Percentage","0","Units",,,6.956358,,
"IRL","Ireland","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1976","1976","PC","Percentage","0","Units",,,2.561435,,
"IRL","Ireland","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1977","1977","PC","Percentage","0","Units",,,6.287126,,
"IRL","Ireland","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1978","1978","PC","Percentage","0","Units",,,6.961384,,
"IRL","Ireland","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1979","1979","PC","Percentage","0","Units",,,-0.95102,,
"IRL","Ireland","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1980","1980","PC","Percentage","0","Units",,,5.957132,,
"IRL","Ireland","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1981","1981","PC","Percentage","0","Units",,,5.186015,,
"IRL","Ireland","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1982","1982","PC","Percentage","0","Units",,,3.054368,,
"IRL","Ireland","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1983","1983","PC","Percentage","0","Units",,,1.136399,,
"IRL","Ireland","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1984","1984","PC","Percentage","0","Units",,,7.240632,,
"IRL","Ireland","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1985","1985","PC","Percentage","0","Units",,,3.185185,,
"IRL","Ireland","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1986","1986","PC","Percentage","0","Units",,,-1.465694,,
"IRL","Ireland","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1987","1987","PC","Percentage","0","Units",,,5.077533,,
"IRL","Ireland","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1988","1988","PC","Percentage","0","Units",,,4.757169,,
"IRL","Ireland","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1989","1989","PC","Percentage","0","Units",,,5.566766,,
"IRL","Ireland","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1990","1990","PC","Percentage","0","Units",,,4.495601,,
"IRL","Ireland","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1991","1991","PC","Percentage","0","Units",,,4.017572,,
"IRL","Ireland","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1992","1992","PC","Percentage","0","Units",,,5.01211,,
"IRL","Ireland","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1993","1993","PC","Percentage","0","Units",,,2.525792,,
"IRL","Ireland","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1994","1994","PC","Percentage","0","Units",,,2.424906,,
"IRL","Ireland","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1995","1995","PC","Percentage","0","Units",,,4.928802,,
"IRL","Ireland","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1996","1996","PC","Percentage","0","Units",,,4.0039,,
"IRL","Ireland","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1997","1997","PC","Percentage","0","Units",,,6.813722,,
"IRL","Ireland","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1998","1998","PC","Percentage","0","Units",,,-0.340194,,
"IRL","Ireland","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","1999","1999","PC","Percentage","0","Units",,,5.059035,,
"IRL","Ireland","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2000","2000","PC","Percentage","0","Units",,,5.526528,,
"IRL","Ireland","T_GDPHRS_V","GDP per hour worked, constant prices","GRW","Annual growth/change","2001","2001","PC","Percentage","0","Units",,,3.672659,,
